epoch (ms),time (03:00),elapsed (s),w (number),x (number),y (number), z (number)
1597051817525,2020-08-10T12.30.17.525,3.230,0.999,-0.032,-0.040,0.000
1597051817535,2020-08-10T12.30.17.535,3.240,0.999,-0.032,-0.040,0.000
1597051817545,2020-08-10T12.30.17.545,3.250,0.999,-0.032,-0.040,0.000
1597051817555,2020-08-10T12.30.17.555,3.260,0.999,-0.032,-0.040,0.000
1597051817566,2020-08-10T12.30.17.566,3.271,0.999,-0.032,-0.040,0.000
1597051817575,2020-08-10T12.30.17.575,3.280,0.999,-0.032,-0.040,0.000
1597051817585,2020-08-10T12.30.17.585,3.290,0.999,-0.032,-0.040,0.000
1597051817595,2020-08-10T12.30.17.595,3.300,0.999,-0.032,-0.040,0.000
1597051817605,2020-08-10T12.30.17.605,3.310,0.999,-0.032,-0.040,0.000
1597051817616,2020-08-10T12.30.17.616,3.321,0.999,-0.032,-0.040,0.000
1597051817624,2020-08-10T12.30.17.624,3.329,0.999,-0.032,-0.040,0.000
1597051817635,2020-08-10T12.30.17.635,3.340,0.999,-0.032,-0.040,0.000
1597051817645,2020-08-10T12.30.17.645,3.350,0.999,-0.032,-0.040,0.000
1597051817655,2020-08-10T12.30.17.655,3.360,0.999,-0.032,-0.040,0.000
1597051817665,2020-08-10T12.30.17.665,3.370,0.999,-0.032,-0.040,0.000
1597051817674,2020-08-10T12.30.17.674,3.379,0.999,-0.032,-0.040,0.000
1597051817684,2020-08-10T12.30.17.684,3.389,0.999,-0.032,-0.040,0.000
1597051817695,2020-08-10T12.30.17.695,3.400,0.999,-0.032,-0.040,0.000
1597051817705,2020-08-10T12.30.17.705,3.410,0.999,-0.032,-0.040,0.000
1597051817715,2020-08-10T12.30.17.715,3.420,0.999,-0.032,-0.040,0.000
1597051817725,2020-08-10T12.30.17.725,3.430,0.999,-0.032,-0.040,0.000
1597051817734,2020-08-10T12.30.17.734,3.439,0.999,-0.032,-0.040,0.000
1597051817744,2020-08-10T12.30.17.744,3.449,0.999,-0.032,-0.040,0.000
1597051817755,2020-08-10T12.30.17.755,3.460,0.999,-0.032,-0.040,0.000
1597051817765,2020-08-10T12.30.17.765,3.470,0.999,-0.032,-0.040,0.000
1597051817774,2020-08-10T12.30.17.774,3.479,0.999,-0.032,-0.040,0.000
1597051817784,2020-08-10T12.30.17.784,3.489,0.999,-0.032,-0.040,0.000
1597051817794,2020-08-10T12.30.17.794,3.499,0.999,-0.032,-0.040,0.000
1597051817804,2020-08-10T12.30.17.804,3.509,0.999,-0.032,-0.040,0.000
1597051817815,2020-08-10T12.30.17.815,3.520,0.999,-0.032,-0.040,0.000
1597051817824,2020-08-10T12.30.17.824,3.529,0.999,-0.032,-0.040,0.000
1597051817834,2020-08-10T12.30.17.834,3.539,0.999,-0.032,-0.040,0.000
1597051817844,2020-08-10T12.30.17.844,3.549,0.999,-0.032,-0.040,0.000
1597051817854,2020-08-10T12.30.17.854,3.559,0.999,-0.032,-0.040,0.000
1597051817865,2020-08-10T12.30.17.865,3.570,0.999,-0.032,-0.040,0.000
1597051817875,2020-08-10T12.30.17.875,3.580,0.999,-0.032,-0.040,0.000
1597051817884,2020-08-10T12.30.17.884,3.589,0.999,-0.032,-0.040,0.000
1597051817894,2020-08-10T12.30.17.894,3.599,0.999,-0.032,-0.040,0.000
1597051817904,2020-08-10T12.30.17.904,3.609,0.999,-0.032,-0.040,0.000
1597051817914,2020-08-10T12.30.17.914,3.619,0.999,-0.032,-0.040,0.000
1597051817925,2020-08-10T12.30.17.925,3.630,0.999,-0.032,-0.040,0.000
1597051817933,2020-08-10T12.30.17.933,3.638,0.999,-0.032,-0.040,0.000
1597051817944,2020-08-10T12.30.17.944,3.649,0.999,-0.032,-0.040,0.000
1597051817954,2020-08-10T12.30.17.954,3.659,0.999,-0.032,-0.040,0.000
1597051817964,2020-08-10T12.30.17.964,3.669,0.999,-0.032,-0.040,0.000
1597051817974,2020-08-10T12.30.17.974,3.679,0.999,-0.032,-0.040,0.000
1597051817983,2020-08-10T12.30.17.983,3.688,0.999,-0.032,-0.040,0.000
1597051817993,2020-08-10T12.30.17.993,3.698,0.999,-0.032,-0.040,0.000
1597051818004,2020-08-10T12.30.18.004,3.709,0.999,-0.037,-0.039,-0.001
1597051818014,2020-08-10T12.30.18.014,3.719,0.999,-0.035,-0.034,-0.001
1597051818024,2020-08-10T12.30.18.024,3.729,0.999,-0.034,-0.038,0.000
1597051818033,2020-08-10T12.30.18.033,3.738,0.999,-0.035,-0.038,-0.001
1597051818045,2020-08-10T12.30.18.045,3.750,0.999,-0.037,-0.036,-0.001
1597051818054,2020-08-10T12.30.18.054,3.759,0.999,-0.035,-0.038,-0.001
1597051818064,2020-08-10T12.30.18.064,3.769,0.999,-0.035,-0.037,-0.001
1597051818074,2020-08-10T12.30.18.074,3.779,0.999,-0.033,-0.038,-0.001
1597051818083,2020-08-10T12.30.18.083,3.788,0.999,-0.034,-0.038,-0.001
1597051818093,2020-08-10T12.30.18.093,3.798,0.999,-0.034,-0.037,-0.001
1597051818103,2020-08-10T12.30.18.103,3.808,0.999,-0.034,-0.038,-0.001
1597051818114,2020-08-10T12.30.18.114,3.819,0.999,-0.034,-0.037,-0.001
1597051818124,2020-08-10T12.30.18.124,3.829,0.999,-0.035,-0.038,-0.001
1597051818133,2020-08-10T12.30.18.133,3.838,0.999,-0.035,-0.038,-0.001
1597051818143,2020-08-10T12.30.18.143,3.848,0.999,-0.035,-0.038,-0.001
1597051818153,2020-08-10T12.30.18.153,3.858,0.999,-0.035,-0.038,-0.001
1597051818163,2020-08-10T12.30.18.163,3.868,0.999,-0.035,-0.038,-0.001
1597051818174,2020-08-10T12.30.18.174,3.879,0.999,-0.035,-0.038,-0.001
1597051818182,2020-08-10T12.30.18.182,3.887,0.999,-0.035,-0.038,-0.001
1597051818193,2020-08-10T12.30.18.193,3.898,0.999,-0.035,-0.038,-0.001
1597051818203,2020-08-10T12.30.18.203,3.908,0.999,-0.035,-0.038,-0.001
1597051818213,2020-08-10T12.30.18.213,3.918,0.999,-0.035,-0.038,-0.001
1597051818223,2020-08-10T12.30.18.223,3.928,0.999,-0.035,-0.038,-0.001
1597051818234,2020-08-10T12.30.18.234,3.939,0.999,-0.035,-0.038,-0.001
1597051818242,2020-08-10T12.30.18.242,3.947,0.999,-0.035,-0.038,-0.001
1597051818253,2020-08-10T12.30.18.253,3.958,0.999,-0.035,-0.038,-0.001
1597051818263,2020-08-10T12.30.18.263,3.968,0.999,-0.035,-0.038,-0.001
1597051818273,2020-08-10T12.30.18.273,3.978,0.999,-0.035,-0.039,-0.001
1597051818283,2020-08-10T12.30.18.283,3.988,0.999,-0.032,-0.041,-0.001
1597051818292,2020-08-10T12.30.18.292,3.997,0.999,-0.032,-0.041,0.002
1597051818303,2020-08-10T12.30.18.303,4.008,0.999,-0.032,-0.040,0.008
1597051818313,2020-08-10T12.30.18.313,4.018,0.999,-0.033,-0.040,0.009
1597051818323,2020-08-10T12.30.18.323,4.028,0.999,-0.034,-0.041,0.009
1597051818333,2020-08-10T12.30.18.333,4.038,0.999,-0.035,-0.041,0.009
1597051818342,2020-08-10T12.30.18.342,4.047,0.999,-0.035,-0.041,0.008
1597051818352,2020-08-10T12.30.18.352,4.057,0.999,-0.034,-0.041,0.008
1597051818363,2020-08-10T12.30.18.363,4.068,0.999,-0.034,-0.041,0.008
1597051818373,2020-08-10T12.30.18.373,4.078,0.999,-0.034,-0.040,0.009
1597051818383,2020-08-10T12.30.18.383,4.088,0.999,-0.034,-0.040,0.009
1597051818392,2020-08-10T12.30.18.392,4.097,0.999,-0.034,-0.038,0.010
1597051818402,2020-08-10T12.30.18.402,4.107,0.999,-0.035,-0.037,0.012
1597051818412,2020-08-10T12.30.18.412,4.117,0.999,-0.035,-0.036,0.014
1597051818423,2020-08-10T12.30.18.423,4.128,0.999,-0.036,-0.036,0.015
1597051818433,2020-08-10T12.30.18.433,4.138,0.999,-0.036,-0.036,0.015
1597051818443,2020-08-10T12.30.18.443,4.148,0.999,-0.035,-0.037,0.015
1597051818452,2020-08-10T12.30.18.452,4.157,0.999,-0.035,-0.037,0.015
1597051818462,2020-08-10T12.30.18.462,4.167,0.999,-0.035,-0.037,0.014
1597051818472,2020-08-10T12.30.18.472,4.177,0.999,-0.034,-0.036,0.013
1597051818483,2020-08-10T12.30.18.483,4.188,0.999,-0.034,-0.035,0.013
1597051818491,2020-08-10T12.30.18.491,4.196,0.999,-0.034,-0.034,0.012
1597051818502,2020-08-10T12.30.18.502,4.207,0.999,-0.033,-0.033,0.012
1597051818512,2020-08-10T12.30.18.512,4.217,0.999,-0.034,-0.032,0.012
1597051818522,2020-08-10T12.30.18.522,4.227,0.999,-0.034,-0.031,0.013
1597051818533,2020-08-10T12.30.18.533,4.238,0.999,-0.035,-0.030,0.015
1597051818543,2020-08-10T12.30.18.543,4.248,0.999,-0.037,-0.030,0.018
1597051818552,2020-08-10T12.30.18.552,4.257,0.999,-0.038,-0.031,0.020
1597051818562,2020-08-10T12.30.18.562,4.267,0.998,-0.040,-0.031,0.023
1597051818572,2020-08-10T12.30.18.572,4.277,0.998,-0.041,-0.031,0.024
1597051818582,2020-08-10T12.30.18.582,4.287,0.998,-0.043,-0.031,0.025
1597051818593,2020-08-10T12.30.18.593,4.298,0.998,-0.045,-0.031,0.025
1597051818603,2020-08-10T12.30.18.603,4.308,0.998,-0.047,-0.030,0.025
1597051818612,2020-08-10T12.30.18.612,4.317,0.998,-0.047,-0.030,0.025
1597051818622,2020-08-10T12.30.18.622,4.327,0.998,-0.045,-0.029,0.024
1597051818632,2020-08-10T12.30.18.632,4.337,0.998,-0.044,-0.029,0.024
1597051818642,2020-08-10T12.30.18.642,4.347,0.998,-0.042,-0.028,0.023
1597051818651,2020-08-10T12.30.18.651,4.356,0.999,-0.040,-0.027,0.022
1597051818661,2020-08-10T12.30.18.661,4.366,0.999,-0.040,-0.027,0.022
1597051818672,2020-08-10T12.30.18.672,4.377,0.999,-0.041,-0.027,0.022
1597051818682,2020-08-10T12.30.18.682,4.387,0.999,-0.042,-0.027,0.022
1597051818692,2020-08-10T12.30.18.692,4.397,0.998,-0.043,-0.026,0.021
1597051818701,2020-08-10T12.30.18.701,4.406,0.999,-0.043,-0.026,0.021
1597051818711,2020-08-10T12.30.18.711,4.416,0.999,-0.043,-0.025,0.020
1597051818721,2020-08-10T12.30.18.721,4.426,0.999,-0.044,-0.025,0.019
1597051818732,2020-08-10T12.30.18.732,4.437,0.998,-0.045,-0.025,0.019
1597051818742,2020-08-10T12.30.18.742,4.447,0.998,-0.047,-0.025,0.018
1597051818752,2020-08-10T12.30.18.752,4.457,0.998,-0.047,-0.026,0.017
1597051818761,2020-08-10T12.30.18.761,4.466,0.998,-0.047,-0.026,0.017
1597051818771,2020-08-10T12.30.18.771,4.476,0.998,-0.047,-0.026,0.016
1597051818782,2020-08-10T12.30.18.782,4.487,0.998,-0.046,-0.027,0.015
1597051818792,2020-08-10T12.30.18.792,4.497,0.998,-0.045,-0.027,0.015
1597051818801,2020-08-10T12.30.18.801,4.506,0.999,-0.044,-0.028,0.014
1597051818811,2020-08-10T12.30.18.811,4.516,0.999,-0.044,-0.028,0.013
1597051818821,2020-08-10T12.30.18.821,4.526,0.999,-0.044,-0.029,0.012
1597051818831,2020-08-10T12.30.18.831,4.536,0.999,-0.044,-0.029,0.012
1597051818842,2020-08-10T12.30.18.842,4.547,0.999,-0.044,-0.029,0.011
1597051818850,2020-08-10T12.30.18.850,4.555,0.999,-0.045,-0.029,0.011
1597051818861,2020-08-10T12.30.18.861,4.566,0.999,-0.045,-0.029,0.010
1597051818871,2020-08-10T12.30.18.871,4.576,0.999,-0.044,-0.029,0.010
1597051818881,2020-08-10T12.30.18.881,4.586,0.999,-0.044,-0.029,0.009
1597051818891,2020-08-10T12.30.18.891,4.596,0.999,-0.044,-0.029,0.009
1597051818900,2020-08-10T12.30.18.900,4.605,0.999,-0.044,-0.030,0.008
1597051818912,2020-08-10T12.30.18.912,4.617,0.999,-0.043,-0.030,0.008
1597051818921,2020-08-10T12.30.18.921,4.626,0.999,-0.044,-0.030,0.007
1597051818931,2020-08-10T12.30.18.931,4.636,0.999,-0.044,-0.030,0.006
1597051818941,2020-08-10T12.30.18.941,4.646,0.999,-0.045,-0.030,0.006
1597051818951,2020-08-10T12.30.18.951,4.656,0.998,-0.046,-0.030,0.005
1597051818960,2020-08-10T12.30.18.960,4.665,0.998,-0.046,-0.030,0.004
1597051818971,2020-08-10T12.30.18.971,4.676,0.998,-0.046,-0.030,0.003
1597051818981,2020-08-10T12.30.18.981,4.686,0.998,-0.046,-0.030,0.002
1597051818991,2020-08-10T12.30.18.991,4.696,0.998,-0.046,-0.030,0.001
1597051819001,2020-08-10T12.30.19.001,4.706,0.999,-0.045,-0.030,-0.001
1597051819010,2020-08-10T12.30.19.010,4.715,0.999,-0.044,-0.030,-0.002
1597051819020,2020-08-10T12.30.19.020,4.725,0.999,-0.044,-0.031,-0.003
1597051819031,2020-08-10T12.30.19.031,4.736,0.999,-0.043,-0.030,-0.004
1597051819041,2020-08-10T12.30.19.041,4.746,0.999,-0.043,-0.030,-0.005
1597051819051,2020-08-10T12.30.19.051,4.756,0.999,-0.043,-0.030,-0.006
1597051819060,2020-08-10T12.30.19.060,4.765,0.998,-0.046,-0.029,-0.008
1597051819070,2020-08-10T12.30.19.070,4.775,0.998,-0.047,-0.029,-0.009
1597051819080,2020-08-10T12.30.19.080,4.785,0.998,-0.048,-0.029,-0.010
1597051819091,2020-08-10T12.30.19.091,4.796,0.998,-0.049,-0.028,-0.012
1597051819101,2020-08-10T12.30.19.101,4.806,0.998,-0.051,-0.027,-0.013
1597051819110,2020-08-10T12.30.19.110,4.815,0.998,-0.052,-0.026,-0.015
1597051819120,2020-08-10T12.30.19.120,4.825,0.998,-0.052,-0.025,-0.017
1597051819130,2020-08-10T12.30.19.130,4.835,0.998,-0.053,-0.024,-0.018
1597051819140,2020-08-10T12.30.19.140,4.845,0.998,-0.052,-0.024,-0.020
1597051819151,2020-08-10T12.30.19.151,4.856,0.998,-0.052,-0.023,-0.021
1597051819159,2020-08-10T12.30.19.159,4.864,0.998,-0.052,-0.023,-0.022
1597051819170,2020-08-10T12.30.19.170,4.875,0.998,-0.052,-0.022,-0.024
1597051819180,2020-08-10T12.30.19.180,4.885,0.998,-0.052,-0.022,-0.025
1597051819190,2020-08-10T12.30.19.190,4.895,0.998,-0.053,-0.021,-0.025
1597051819200,2020-08-10T12.30.19.200,4.905,0.998,-0.053,-0.021,-0.026
1597051819209,2020-08-10T12.30.19.209,4.914,0.998,-0.052,-0.021,-0.026
1597051819220,2020-08-10T12.30.19.220,4.925,0.998,-0.052,-0.021,-0.026
1597051819230,2020-08-10T12.30.19.230,4.935,0.998,-0.051,-0.021,-0.026
1597051819240,2020-08-10T12.30.19.240,4.945,0.998,-0.051,-0.021,-0.025
1597051819250,2020-08-10T12.30.19.250,4.955,0.998,-0.052,-0.020,-0.025
1597051819259,2020-08-10T12.30.19.259,4.964,0.998,-0.054,-0.020,-0.025
1597051819269,2020-08-10T12.30.19.269,4.974,0.998,-0.055,-0.020,-0.024
1597051819280,2020-08-10T12.30.19.280,4.985,0.998,-0.057,-0.019,-0.023
1597051819290,2020-08-10T12.30.19.290,4.995,0.998,-0.059,-0.019,-0.022
1597051819300,2020-08-10T12.30.19.300,5.005,0.998,-0.062,-0.018,-0.021
1597051819310,2020-08-10T12.30.19.310,5.015,0.998,-0.065,-0.017,-0.021
1597051819319,2020-08-10T12.30.19.319,5.024,0.997,-0.067,-0.017,-0.021
1597051819329,2020-08-10T12.30.19.329,5.034,0.997,-0.068,-0.016,-0.021
1597051819340,2020-08-10T12.30.19.340,5.045,0.997,-0.068,-0.014,-0.022
1597051819350,2020-08-10T12.30.19.350,5.055,0.997,-0.067,-0.012,-0.023
1597051819360,2020-08-10T12.30.19.360,5.065,0.997,-0.066,-0.011,-0.024
1597051819369,2020-08-10T12.30.19.369,5.074,0.998,-0.065,-0.009,-0.025
1597051819379,2020-08-10T12.30.19.379,5.084,0.998,-0.066,-0.007,-0.026
1597051819389,2020-08-10T12.30.19.389,5.094,0.997,-0.066,-0.006,-0.026
1597051819400,2020-08-10T12.30.19.400,5.105,0.997,-0.066,-0.004,-0.027
1597051819410,2020-08-10T12.30.19.410,5.115,0.997,-0.065,-0.003,-0.029
1597051819419,2020-08-10T12.30.19.419,5.124,0.997,-0.066,-0.003,-0.030
1597051819429,2020-08-10T12.30.19.429,5.134,0.997,-0.070,-0.002,-0.032
1597051819439,2020-08-10T12.30.19.439,5.144,0.997,-0.073,-0.002,-0.034
1597051819450,2020-08-10T12.30.19.450,5.155,0.997,-0.074,-0.002,-0.036
1597051819460,2020-08-10T12.30.19.460,5.165,0.996,-0.075,-0.001,-0.038
1597051819470,2020-08-10T12.30.19.470,5.175,0.996,-0.077,0.000,-0.040
1597051819479,2020-08-10T12.30.19.479,5.184,0.996,-0.078,0.002,-0.043
1597051819489,2020-08-10T12.30.19.489,5.194,0.996,-0.080,0.005,-0.045
1597051819499,2020-08-10T12.30.19.499,5.204,0.995,-0.083,0.008,-0.046
1597051819510,2020-08-10T12.30.19.510,5.215,0.995,-0.085,0.011,-0.047
1597051819518,2020-08-10T12.30.19.518,5.223,0.995,-0.085,0.013,-0.049
1597051819529,2020-08-10T12.30.19.529,5.234,0.995,-0.085,0.014,-0.050
1597051819539,2020-08-10T12.30.19.539,5.244,0.995,-0.085,0.015,-0.053
1597051819549,2020-08-10T12.30.19.549,5.254,0.995,-0.086,0.015,-0.055
1597051819559,2020-08-10T12.30.19.559,5.264,0.994,-0.088,0.016,-0.057
1597051819568,2020-08-10T12.30.19.568,5.273,0.994,-0.088,0.017,-0.060
1597051819578,2020-08-10T12.30.19.578,5.283,0.994,-0.087,0.018,-0.062
1597051819589,2020-08-10T12.30.19.589,5.294,0.994,-0.084,0.019,-0.064
1597051819599,2020-08-10T12.30.19.599,5.304,0.994,-0.082,0.020,-0.067
1597051819609,2020-08-10T12.30.19.609,5.314,0.994,-0.081,0.021,-0.070
1597051819618,2020-08-10T12.30.19.618,5.323,0.994,-0.080,0.022,-0.072
1597051819630,2020-08-10T12.30.19.630,5.335,0.994,-0.079,0.024,-0.074
1597051819638,2020-08-10T12.30.19.638,5.343,0.994,-0.077,0.025,-0.076
1597051819649,2020-08-10T12.30.19.649,5.354,0.994,-0.077,0.026,-0.077
1597051819659,2020-08-10T12.30.19.659,5.364,0.994,-0.078,0.027,-0.078
1597051819669,2020-08-10T12.30.19.669,5.374,0.993,-0.079,0.027,-0.080
1597051819678,2020-08-10T12.30.19.678,5.383,0.993,-0.080,0.027,-0.081
1597051819688,2020-08-10T12.30.19.688,5.393,0.993,-0.080,0.027,-0.082
1597051819699,2020-08-10T12.30.19.699,5.404,0.993,-0.081,0.027,-0.084
1597051819709,2020-08-10T12.30.19.709,5.414,0.993,-0.080,0.026,-0.085
1597051819719,2020-08-10T12.30.19.719,5.424,0.993,-0.080,0.026,-0.087
1597051819728,2020-08-10T12.30.19.728,5.433,0.992,-0.083,0.025,-0.088
1597051819738,2020-08-10T12.30.19.738,5.443,0.992,-0.084,0.025,-0.089
1597051819748,2020-08-10T12.30.19.748,5.453,0.992,-0.084,0.025,-0.090
1597051819759,2020-08-10T12.30.19.759,5.464,0.992,-0.084,0.025,-0.092
1597051819769,2020-08-10T12.30.19.769,5.474,0.992,-0.082,0.025,-0.093
1597051819778,2020-08-10T12.30.19.778,5.483,0.992,-0.081,0.025,-0.094
1597051819788,2020-08-10T12.30.19.788,5.493,0.992,-0.080,0.025,-0.096
1597051819798,2020-08-10T12.30.19.798,5.503,0.992,-0.079,0.024,-0.097
1597051819808,2020-08-10T12.30.19.808,5.513,0.992,-0.078,0.024,-0.098
1597051819819,2020-08-10T12.30.19.819,5.524,0.992,-0.077,0.023,-0.099
1597051819827,2020-08-10T12.30.19.827,5.532,0.992,-0.076,0.023,-0.100
1597051819838,2020-08-10T12.30.19.838,5.543,0.992,-0.076,0.022,-0.101
1597051819848,2020-08-10T12.30.19.848,5.553,0.992,-0.076,0.022,-0.101
1597051819858,2020-08-10T12.30.19.858,5.563,0.992,-0.076,0.022,-0.102
1597051819868,2020-08-10T12.30.19.868,5.573,0.992,-0.076,0.021,-0.103
1597051819877,2020-08-10T12.30.19.877,5.582,0.992,-0.076,0.021,-0.104
1597051819887,2020-08-10T12.30.19.887,5.592,0.991,-0.075,0.020,-0.104
1597051819898,2020-08-10T12.30.19.898,5.603,0.991,-0.075,0.020,-0.105
1597051819908,2020-08-10T12.30.19.908,5.613,0.991,-0.074,0.019,-0.106
1597051819918,2020-08-10T12.30.19.918,5.623,0.991,-0.074,0.019,-0.107
1597051819927,2020-08-10T12.30.19.927,5.632,0.991,-0.075,0.018,-0.108
1597051819937,2020-08-10T12.30.19.937,5.642,0.991,-0.076,0.017,-0.108
1597051819948,2020-08-10T12.30.19.948,5.653,0.991,-0.077,0.016,-0.109
1597051819958,2020-08-10T12.30.19.958,5.663,0.991,-0.077,0.016,-0.109
1597051819968,2020-08-10T12.30.19.968,5.673,0.991,-0.078,0.016,-0.110
1597051819977,2020-08-10T12.30.19.977,5.682,0.991,-0.079,0.015,-0.111
1597051819987,2020-08-10T12.30.19.987,5.692,0.991,-0.079,0.015,-0.111
1597051819997,2020-08-10T12.30.19.997,5.702,0.990,-0.080,0.014,-0.112
1597051820008,2020-08-10T12.30.20.008,5.713,0.990,-0.080,0.014,-0.112
1597051820018,2020-08-10T12.30.20.018,5.723,0.990,-0.080,0.014,-0.113
1597051820028,2020-08-10T12.30.20.028,5.733,0.990,-0.080,0.013,-0.114
1597051820037,2020-08-10T12.30.20.037,5.742,0.990,-0.080,0.013,-0.115
1597051820047,2020-08-10T12.30.20.047,5.752,0.990,-0.081,0.013,-0.116
1597051820057,2020-08-10T12.30.20.057,5.762,0.990,-0.081,0.013,-0.117
1597051820068,2020-08-10T12.30.20.068,5.773,0.990,-0.081,0.013,-0.118
1597051820076,2020-08-10T12.30.20.076,5.781,0.989,-0.082,0.013,-0.119
1597051820087,2020-08-10T12.30.20.087,5.792,0.989,-0.085,0.014,-0.120
1597051820097,2020-08-10T12.30.20.097,5.802,0.989,-0.087,0.014,-0.120
1597051820107,2020-08-10T12.30.20.107,5.812,0.989,-0.088,0.014,-0.121
1597051820117,2020-08-10T12.30.20.117,5.822,0.988,-0.089,0.015,-0.122
1597051820128,2020-08-10T12.30.20.128,5.833,0.988,-0.091,0.015,-0.123
1597051820137,2020-08-10T12.30.20.137,5.842,0.988,-0.092,0.017,-0.123
1597051820147,2020-08-10T12.30.20.147,5.852,0.988,-0.094,0.018,-0.124
1597051820157,2020-08-10T12.30.20.157,5.862,0.988,-0.095,0.019,-0.124
1597051820167,2020-08-10T12.30.20.167,5.872,0.987,-0.094,0.021,-0.125
1597051820178,2020-08-10T12.30.20.178,5.883,0.987,-0.094,0.022,-0.125
1597051820188,2020-08-10T12.30.20.188,5.893,0.987,-0.094,0.023,-0.125
1597051820197,2020-08-10T12.30.20.197,5.902,0.987,-0.093,0.024,-0.125
1597051820207,2020-08-10T12.30.20.207,5.912,0.987,-0.094,0.026,-0.125
1597051820217,2020-08-10T12.30.20.217,5.922,0.987,-0.094,0.029,-0.125
1597051820227,2020-08-10T12.30.20.227,5.932,0.987,-0.093,0.032,-0.125
1597051820236,2020-08-10T12.30.20.236,5.941,0.987,-0.092,0.035,-0.125
1597051820246,2020-08-10T12.30.20.246,5.951,0.987,-0.091,0.038,-0.125
1597051820257,2020-08-10T12.30.20.257,5.962,0.987,-0.090,0.040,-0.126
1597051820267,2020-08-10T12.30.20.267,5.972,0.987,-0.089,0.042,-0.127
1597051820277,2020-08-10T12.30.20.277,5.982,0.987,-0.088,0.044,-0.128
1597051820286,2020-08-10T12.30.20.286,5.991,0.987,-0.086,0.046,-0.129
1597051820296,2020-08-10T12.30.20.296,6.001,0.987,-0.086,0.048,-0.130
1597051820306,2020-08-10T12.30.20.306,6.011,0.986,-0.086,0.049,-0.130
1597051820317,2020-08-10T12.30.20.317,6.022,0.986,-0.086,0.051,-0.131
1597051820327,2020-08-10T12.30.20.327,6.032,0.986,-0.086,0.052,-0.132
1597051820336,2020-08-10T12.30.20.336,6.041,0.986,-0.086,0.052,-0.133
1597051820347,2020-08-10T12.30.20.347,6.052,0.986,-0.087,0.053,-0.133
1597051820356,2020-08-10T12.30.20.356,6.061,0.986,-0.088,0.053,-0.134
1597051820366,2020-08-10T12.30.20.366,6.071,0.986,-0.088,0.054,-0.134
1597051820377,2020-08-10T12.30.20.377,6.082,0.985,-0.089,0.054,-0.135
1597051820386,2020-08-10T12.30.20.386,6.091,0.985,-0.089,0.054,-0.136
1597051820396,2020-08-10T12.30.20.396,6.101,0.985,-0.087,0.054,-0.137
1597051820406,2020-08-10T12.30.20.406,6.111,0.985,-0.085,0.053,-0.138
1597051820416,2020-08-10T12.30.20.416,6.121,0.985,-0.083,0.053,-0.138
1597051820427,2020-08-10T12.30.20.427,6.132,0.986,-0.081,0.053,-0.139
1597051820435,2020-08-10T12.30.20.435,6.140,0.986,-0.079,0.053,-0.139
1597051820446,2020-08-10T12.30.20.446,6.151,0.986,-0.077,0.052,-0.140
1597051820456,2020-08-10T12.30.20.456,6.161,0.986,-0.075,0.051,-0.140
1597051820466,2020-08-10T12.30.20.466,6.171,0.986,-0.074,0.050,-0.140
1597051820476,2020-08-10T12.30.20.476,6.181,0.986,-0.073,0.049,-0.141
1597051820487,2020-08-10T12.30.20.487,6.192,0.986,-0.073,0.049,-0.142
1597051820495,2020-08-10T12.30.20.495,6.200,0.986,-0.072,0.048,-0.142
1597051820506,2020-08-10T12.30.20.506,6.211,0.986,-0.071,0.047,-0.143
1597051820516,2020-08-10T12.30.20.516,6.221,0.986,-0.071,0.046,-0.143
1597051820526,2020-08-10T12.30.20.526,6.231,0.986,-0.070,0.046,-0.143
1597051820536,2020-08-10T12.30.20.536,6.241,0.986,-0.069,0.045,-0.144
1597051820545,2020-08-10T12.30.20.545,6.250,0.986,-0.068,0.044,-0.144
1597051820555,2020-08-10T12.30.20.555,6.260,0.986,-0.067,0.044,-0.144
1597051820566,2020-08-10T12.30.20.566,6.271,0.986,-0.067,0.043,-0.144
1597051820576,2020-08-10T12.30.20.576,6.281,0.986,-0.066,0.042,-0.145
1597051820586,2020-08-10T12.30.20.586,6.291,0.986,-0.065,0.041,-0.145
1597051820595,2020-08-10T12.30.20.595,6.300,0.986,-0.065,0.040,-0.145
1597051820605,2020-08-10T12.30.20.605,6.310,0.986,-0.064,0.039,-0.146
1597051820616,2020-08-10T12.30.20.616,6.321,0.986,-0.064,0.039,-0.146
1597051820626,2020-08-10T12.30.20.626,6.331,0.986,-0.064,0.038,-0.147
1597051820636,2020-08-10T12.30.20.636,6.341,0.986,-0.064,0.038,-0.147
1597051820645,2020-08-10T12.30.20.645,6.350,0.986,-0.066,0.037,-0.147
1597051820655,2020-08-10T12.30.20.655,6.360,0.986,-0.067,0.037,-0.147
1597051820665,2020-08-10T12.30.20.665,6.370,0.986,-0.068,0.036,-0.147
1597051820676,2020-08-10T12.30.20.676,6.381,0.986,-0.068,0.036,-0.147
