epoch (ms),time (03:00),elapsed (s),w (number),x (number),y (number), z (number)
1597051821344,2020-08-10T12.30.21.344,7.049,0.993,-0.069,0.030,-0.096
1597051821354,2020-08-10T12.30.21.354,7.059,0.993,-0.069,0.029,-0.095
1597051821363,2020-08-10T12.30.21.363,7.068,0.993,-0.069,0.029,-0.095
1597051821373,2020-08-10T12.30.21.373,7.078,0.993,-0.069,0.029,-0.095
1597051821383,2020-08-10T12.30.21.383,7.088,0.993,-0.070,0.029,-0.095
1597051821393,2020-08-10T12.30.21.393,7.098,0.993,-0.070,0.029,-0.094
1597051821404,2020-08-10T12.30.21.404,7.109,0.993,-0.070,0.029,-0.094
1597051821412,2020-08-10T12.30.21.412,7.117,0.993,-0.070,0.029,-0.093
1597051821423,2020-08-10T12.30.21.423,7.128,0.993,-0.071,0.029,-0.093
1597051821433,2020-08-10T12.30.21.433,7.138,0.993,-0.071,0.029,-0.093
1597051821443,2020-08-10T12.30.21.443,7.148,0.993,-0.070,0.029,-0.092
1597051821453,2020-08-10T12.30.21.453,7.158,0.993,-0.069,0.028,-0.092
1597051821464,2020-08-10T12.30.21.464,7.169,0.993,-0.069,0.028,-0.092
1597051821472,2020-08-10T12.30.21.472,7.177,0.993,-0.069,0.028,-0.092
1597051821483,2020-08-10T12.30.21.483,7.188,0.993,-0.070,0.028,-0.091
1597051821493,2020-08-10T12.30.21.493,7.198,0.993,-0.070,0.028,-0.091
1597051821503,2020-08-10T12.30.21.503,7.208,0.993,-0.069,0.028,-0.091
1597051821512,2020-08-10T12.30.21.512,7.217,0.993,-0.069,0.028,-0.090
1597051821522,2020-08-10T12.30.21.522,7.227,0.993,-0.069,0.028,-0.090
1597051821533,2020-08-10T12.30.21.533,7.238,0.993,-0.069,0.027,-0.089
1597051821543,2020-08-10T12.30.21.543,7.248,0.993,-0.069,0.027,-0.089
1597051821553,2020-08-10T12.30.21.553,7.258,0.993,-0.069,0.027,-0.089
1597051821562,2020-08-10T12.30.21.562,7.267,0.993,-0.069,0.027,-0.089
1597051821572,2020-08-10T12.30.21.572,7.277,0.993,-0.070,0.027,-0.089
1597051821582,2020-08-10T12.30.21.582,7.287,0.993,-0.070,0.027,-0.088
1597051821593,2020-08-10T12.30.21.593,7.298,0.993,-0.070,0.027,-0.088
1597051821603,2020-08-10T12.30.21.603,7.308,0.993,-0.071,0.027,-0.088
1597051821612,2020-08-10T12.30.21.612,7.317,0.993,-0.072,0.028,-0.087
1597051821623,2020-08-10T12.30.21.623,7.328,0.993,-0.072,0.028,-0.087
1597051821632,2020-08-10T12.30.21.632,7.337,0.993,-0.072,0.028,-0.086
1597051821642,2020-08-10T12.30.21.642,7.347,0.993,-0.071,0.028,-0.086
1597051821653,2020-08-10T12.30.21.653,7.358,0.993,-0.071,0.028,-0.086
1597051821663,2020-08-10T12.30.21.663,7.368,0.993,-0.071,0.028,-0.085
1597051821672,2020-08-10T12.30.21.672,7.377,0.993,-0.071,0.028,-0.085
1597051821682,2020-08-10T12.30.21.682,7.387,0.994,-0.070,0.028,-0.085
1597051821692,2020-08-10T12.30.21.692,7.397,0.994,-0.069,0.028,-0.085
1597051821702,2020-08-10T12.30.21.702,7.407,0.994,-0.068,0.028,-0.085
1597051821713,2020-08-10T12.30.21.713,7.418,0.994,-0.068,0.028,-0.084
1597051821721,2020-08-10T12.30.21.721,7.426,0.994,-0.069,0.029,-0.084
1597051821732,2020-08-10T12.30.21.732,7.437,0.994,-0.070,0.030,-0.084
1597051821742,2020-08-10T12.30.21.742,7.447,0.993,-0.073,0.032,-0.084
1597051821752,2020-08-10T12.30.21.752,7.457,0.993,-0.075,0.033,-0.084
1597051821762,2020-08-10T12.30.21.762,7.467,0.993,-0.076,0.035,-0.084
1597051821771,2020-08-10T12.30.21.771,7.476,0.993,-0.079,0.038,-0.084
1597051821782,2020-08-10T12.30.21.782,7.487,0.992,-0.082,0.040,-0.084
1597051821792,2020-08-10T12.30.21.792,7.497,0.992,-0.085,0.042,-0.084
1597051821802,2020-08-10T12.30.21.802,7.507,0.992,-0.088,0.044,-0.084
1597051821812,2020-08-10T12.30.21.812,7.517,0.991,-0.089,0.045,-0.083
1597051821821,2020-08-10T12.30.21.821,7.526,0.991,-0.090,0.047,-0.083
1597051821831,2020-08-10T12.30.21.831,7.536,0.991,-0.092,0.048,-0.083
1597051821842,2020-08-10T12.30.21.842,7.547,0.991,-0.092,0.049,-0.083
1597051821852,2020-08-10T12.30.21.852,7.557,0.991,-0.092,0.050,-0.082
1597051821862,2020-08-10T12.30.21.862,7.567,0.991,-0.091,0.051,-0.082
1597051821871,2020-08-10T12.30.21.871,7.576,0.991,-0.090,0.052,-0.081
1597051821881,2020-08-10T12.30.21.881,7.586,0.991,-0.089,0.052,-0.081
1597051821891,2020-08-10T12.30.21.891,7.596,0.991,-0.090,0.053,-0.080
1597051821902,2020-08-10T12.30.21.902,7.607,0.991,-0.091,0.054,-0.079
1597051821912,2020-08-10T12.30.21.912,7.617,0.991,-0.093,0.055,-0.078
1597051821921,2020-08-10T12.30.21.921,7.626,0.991,-0.095,0.056,-0.077
1597051821931,2020-08-10T12.30.21.931,7.636,0.991,-0.097,0.056,-0.076
1597051821941,2020-08-10T12.30.21.941,7.646,0.991,-0.098,0.056,-0.076
1597051821951,2020-08-10T12.30.21.951,7.656,0.991,-0.100,0.055,-0.076
1597051821962,2020-08-10T12.30.21.962,7.667,0.990,-0.101,0.055,-0.075
1597051821971,2020-08-10T12.30.21.971,7.676,0.990,-0.102,0.054,-0.075
1597051821981,2020-08-10T12.30.21.981,7.686,0.990,-0.103,0.054,-0.075
1597051821991,2020-08-10T12.30.21.991,7.696,0.991,-0.102,0.053,-0.075
1597051822001,2020-08-10T12.30.22.001,7.706,0.991,-0.100,0.052,-0.075
1597051822012,2020-08-10T12.30.22.012,7.717,0.991,-0.099,0.051,-0.074
1597051822022,2020-08-10T12.30.22.022,7.727,0.991,-0.098,0.050,-0.074
1597051822031,2020-08-10T12.30.22.031,7.736,0.991,-0.097,0.050,-0.073
1597051822041,2020-08-10T12.30.22.041,7.746,0.992,-0.095,0.049,-0.072
1597051822051,2020-08-10T12.30.22.051,7.756,0.992,-0.094,0.048,-0.071
1597051822061,2020-08-10T12.30.22.061,7.766,0.992,-0.093,0.047,-0.069
1597051822072,2020-08-10T12.30.22.072,7.777,0.992,-0.091,0.046,-0.068
1597051822080,2020-08-10T12.30.22.080,7.785,0.993,-0.090,0.045,-0.067
1597051822091,2020-08-10T12.30.22.091,7.796,0.993,-0.088,0.044,-0.067
1597051822101,2020-08-10T12.30.22.101,7.806,0.993,-0.087,0.042,-0.066
1597051822111,2020-08-10T12.30.22.111,7.816,0.993,-0.086,0.041,-0.065
1597051822121,2020-08-10T12.30.22.121,7.826,0.993,-0.086,0.040,-0.065
1597051822130,2020-08-10T12.30.22.130,7.835,0.993,-0.087,0.039,-0.064
1597051822140,2020-08-10T12.30.22.140,7.845,0.993,-0.088,0.038,-0.063
1597051822151,2020-08-10T12.30.22.151,7.856,0.993,-0.089,0.037,-0.062
1597051822161,2020-08-10T12.30.22.161,7.866,0.994,-0.089,0.036,-0.061
1597051822171,2020-08-10T12.30.22.171,7.876,0.994,-0.088,0.035,-0.061
1597051822181,2020-08-10T12.30.22.181,7.886,0.994,-0.087,0.033,-0.060
1597051822190,2020-08-10T12.30.22.190,7.895,0.994,-0.086,0.032,-0.060
1597051822200,2020-08-10T12.30.22.200,7.905,0.994,-0.086,0.031,-0.059
1597051822211,2020-08-10T12.30.22.211,7.916,0.994,-0.086,0.031,-0.059
1597051822221,2020-08-10T12.30.22.221,7.926,0.994,-0.084,0.030,-0.059
1597051822230,2020-08-10T12.30.22.230,7.935,0.995,-0.081,0.029,-0.059
1597051822240,2020-08-10T12.30.22.240,7.945,0.995,-0.080,0.027,-0.059
1597051822250,2020-08-10T12.30.22.250,7.955,0.995,-0.080,0.027,-0.059
1597051822261,2020-08-10T12.30.22.261,7.966,0.995,-0.082,0.026,-0.058
1597051822271,2020-08-10T12.30.22.271,7.976,0.994,-0.084,0.025,-0.058
1597051822280,2020-08-10T12.30.22.280,7.985,0.994,-0.085,0.024,-0.058
1597051822290,2020-08-10T12.30.22.290,7.995,0.994,-0.085,0.023,-0.059
1597051822300,2020-08-10T12.30.22.300,8.005,0.994,-0.088,0.021,-0.059
1597051822310,2020-08-10T12.30.22.310,8.015,0.994,-0.091,0.020,-0.059
1597051822321,2020-08-10T12.30.22.321,8.026,0.993,-0.096,0.019,-0.059
1597051822329,2020-08-10T12.30.22.329,8.034,0.993,-0.100,0.017,-0.059
1597051822341,2020-08-10T12.30.22.341,8.046,0.993,-0.102,0.015,-0.059
1597051822350,2020-08-10T12.30.22.350,8.055,0.993,-0.102,0.014,-0.060
1597051822360,2020-08-10T12.30.22.360,8.065,0.993,-0.100,0.012,-0.060
1597051822370,2020-08-10T12.30.22.370,8.075,0.993,-0.096,0.010,-0.062
1597051822381,2020-08-10T12.30.22.381,8.086,0.994,-0.092,0.008,-0.064
1597051822389,2020-08-10T12.30.22.389,8.094,0.994,-0.087,0.007,-0.066
1597051822400,2020-08-10T12.30.22.400,8.105,0.994,-0.083,0.005,-0.068
1597051822410,2020-08-10T12.30.22.410,8.115,0.994,-0.078,0.002,-0.070
1597051822420,2020-08-10T12.30.22.420,8.125,0.995,-0.074,0.000,-0.072
1597051822430,2020-08-10T12.30.22.430,8.135,0.995,-0.070,-0.003,-0.073
1597051822439,2020-08-10T12.30.22.439,8.144,0.995,-0.069,-0.006,-0.074
1597051822450,2020-08-10T12.30.22.450,8.155,0.995,-0.069,-0.009,-0.075
1597051822460,2020-08-10T12.30.22.460,8.165,0.995,-0.069,-0.011,-0.075
1597051822470,2020-08-10T12.30.22.470,8.175,0.995,-0.071,-0.014,-0.075
1597051822480,2020-08-10T12.30.22.480,8.185,0.994,-0.076,-0.017,-0.075
1597051822489,2020-08-10T12.30.22.489,8.194,0.994,-0.081,-0.020,-0.075
1597051822499,2020-08-10T12.30.22.499,8.204,0.993,-0.085,-0.023,-0.076
1597051822510,2020-08-10T12.30.22.510,8.215,0.993,-0.087,-0.026,-0.076
1597051822520,2020-08-10T12.30.22.520,8.225,0.993,-0.089,-0.030,-0.076
1597051822530,2020-08-10T12.30.22.530,8.235,0.993,-0.088,-0.033,-0.077
1597051822539,2020-08-10T12.30.22.539,8.244,0.993,-0.087,-0.037,-0.078
1597051822549,2020-08-10T12.30.22.549,8.254,0.992,-0.085,-0.041,-0.078
1597051822559,2020-08-10T12.30.22.559,8.264,0.992,-0.085,-0.044,-0.079
1597051822570,2020-08-10T12.30.22.570,8.275,0.992,-0.086,-0.047,-0.078
1597051822580,2020-08-10T12.30.22.580,8.285,0.992,-0.087,-0.050,-0.078
1597051822589,2020-08-10T12.30.22.589,8.294,0.992,-0.088,-0.053,-0.077
1597051822599,2020-08-10T12.30.22.599,8.304,0.992,-0.089,-0.056,-0.076
1597051822609,2020-08-10T12.30.22.609,8.314,0.991,-0.089,-0.060,-0.077
1597051822619,2020-08-10T12.30.22.619,8.324,0.991,-0.091,-0.063,-0.077
1597051822630,2020-08-10T12.30.22.630,8.335,0.990,-0.093,-0.066,-0.077
1597051822638,2020-08-10T12.30.22.638,8.343,0.990,-0.095,-0.068,-0.077
1597051822649,2020-08-10T12.30.22.649,8.354,0.990,-0.095,-0.071,-0.076
1597051822659,2020-08-10T12.30.22.659,8.364,0.990,-0.094,-0.074,-0.076
1597051822669,2020-08-10T12.30.22.669,8.374,0.990,-0.094,-0.077,-0.076
1597051822679,2020-08-10T12.30.22.679,8.384,0.989,-0.095,-0.079,-0.076
1597051822688,2020-08-10T12.30.22.688,8.393,0.989,-0.095,-0.082,-0.076
1597051822699,2020-08-10T12.30.22.699,8.404,0.989,-0.094,-0.084,-0.077
1597051822709,2020-08-10T12.30.22.709,8.414,0.989,-0.092,-0.086,-0.077
1597051822719,2020-08-10T12.30.22.719,8.424,0.989,-0.091,-0.089,-0.077
1597051822729,2020-08-10T12.30.22.729,8.434,0.989,-0.091,-0.091,-0.077
1597051822740,2020-08-10T12.30.22.740,8.445,0.988,-0.091,-0.094,-0.077
1597051822748,2020-08-10T12.30.22.748,8.453,0.988,-0.091,-0.096,-0.077
1597051822759,2020-08-10T12.30.22.759,8.464,0.988,-0.092,-0.099,-0.078
1597051822769,2020-08-10T12.30.22.769,8.474,0.987,-0.094,-0.102,-0.078
1597051822779,2020-08-10T12.30.22.779,8.484,0.987,-0.097,-0.105,-0.078
1597051822789,2020-08-10T12.30.22.789,8.494,0.986,-0.100,-0.108,-0.078
1597051822798,2020-08-10T12.30.22.798,8.503,0.985,-0.101,-0.111,-0.079
1597051822808,2020-08-10T12.30.22.808,8.513,0.985,-0.101,-0.113,-0.080
1597051822819,2020-08-10T12.30.22.819,8.524,0.985,-0.101,-0.116,-0.081
1597051822829,2020-08-10T12.30.22.829,8.534,0.985,-0.100,-0.118,-0.082
1597051822839,2020-08-10T12.30.22.839,8.544,0.984,-0.097,-0.121,-0.083
1597051822848,2020-08-10T12.30.22.848,8.553,0.984,-0.095,-0.123,-0.084
1597051822858,2020-08-10T12.30.22.858,8.563,0.984,-0.094,-0.126,-0.085
1597051822868,2020-08-10T12.30.22.868,8.573,0.984,-0.093,-0.129,-0.086
1597051822879,2020-08-10T12.30.22.879,8.584,0.983,-0.092,-0.131,-0.087
1597051822889,2020-08-10T12.30.22.889,8.594,0.983,-0.092,-0.134,-0.088
1597051822899,2020-08-10T12.30.22.899,8.604,0.982,-0.092,-0.137,-0.089
1597051822908,2020-08-10T12.30.22.908,8.613,0.982,-0.092,-0.139,-0.091
1597051822918,2020-08-10T12.30.22.918,8.623,0.981,-0.093,-0.142,-0.092
1597051822929,2020-08-10T12.30.22.929,8.634,0.981,-0.092,-0.144,-0.093
1597051822939,2020-08-10T12.30.22.939,8.644,0.981,-0.091,-0.146,-0.094
1597051822948,2020-08-10T12.30.22.948,8.653,0.980,-0.090,-0.148,-0.096
1597051822958,2020-08-10T12.30.22.958,8.663,0.980,-0.091,-0.151,-0.097
1597051822968,2020-08-10T12.30.22.968,8.673,0.979,-0.093,-0.153,-0.098
1597051822978,2020-08-10T12.30.22.978,8.683,0.979,-0.093,-0.154,-0.099
1597051822989,2020-08-10T12.30.22.989,8.694,0.978,-0.094,-0.156,-0.100
1597051822997,2020-08-10T12.30.22.997,8.702,0.978,-0.094,-0.157,-0.101
1597051823008,2020-08-10T12.30.23.008,8.713,0.978,-0.094,-0.159,-0.101
1597051823018,2020-08-10T12.30.23.018,8.723,0.977,-0.094,-0.160,-0.102
1597051823028,2020-08-10T12.30.23.028,8.733,0.977,-0.094,-0.162,-0.103
1597051823038,2020-08-10T12.30.23.038,8.743,0.977,-0.095,-0.164,-0.103
1597051823049,2020-08-10T12.30.23.049,8.754,0.976,-0.095,-0.165,-0.103
1597051823057,2020-08-10T12.30.23.057,8.762,0.976,-0.094,-0.167,-0.103
1597051823068,2020-08-10T12.30.23.068,8.773,0.976,-0.093,-0.169,-0.103
1597051823078,2020-08-10T12.30.23.078,8.783,0.976,-0.092,-0.170,-0.104
1597051823088,2020-08-10T12.30.23.088,8.793,0.975,-0.091,-0.172,-0.104
1597051823097,2020-08-10T12.30.23.097,8.802,0.975,-0.090,-0.174,-0.104
1597051823107,2020-08-10T12.30.23.107,8.812,0.975,-0.088,-0.177,-0.104
1597051823117,2020-08-10T12.30.23.117,8.822,0.974,-0.086,-0.180,-0.104
1597051823128,2020-08-10T12.30.23.128,8.833,0.974,-0.082,-0.183,-0.105
1597051823138,2020-08-10T12.30.23.138,8.843,0.974,-0.080,-0.185,-0.105
1597051823148,2020-08-10T12.30.23.148,8.853,0.974,-0.078,-0.187,-0.105
1597051823157,2020-08-10T12.30.23.157,8.862,0.973,-0.079,-0.189,-0.106
1597051823167,2020-08-10T12.30.23.167,8.872,0.973,-0.079,-0.190,-0.106
1597051823178,2020-08-10T12.30.23.178,8.883,0.972,-0.080,-0.192,-0.106
1597051823188,2020-08-10T12.30.23.188,8.893,0.972,-0.081,-0.194,-0.107
1597051823198,2020-08-10T12.30.23.198,8.903,0.971,-0.082,-0.196,-0.107
1597051823208,2020-08-10T12.30.23.208,8.913,0.971,-0.083,-0.197,-0.108
1597051823217,2020-08-10T12.30.23.217,8.922,0.970,-0.084,-0.199,-0.108
1597051823227,2020-08-10T12.30.23.227,8.932,0.970,-0.085,-0.200,-0.108
1597051823238,2020-08-10T12.30.23.238,8.943,0.970,-0.085,-0.201,-0.109
1597051823248,2020-08-10T12.30.23.248,8.953,0.969,-0.085,-0.203,-0.109
1597051823257,2020-08-10T12.30.23.257,8.962,0.969,-0.084,-0.205,-0.109
1597051823267,2020-08-10T12.30.23.267,8.972,0.969,-0.084,-0.206,-0.110
1597051823277,2020-08-10T12.30.23.277,8.982,0.968,-0.083,-0.208,-0.110
1597051823287,2020-08-10T12.30.23.287,8.992,0.968,-0.082,-0.209,-0.110
1597051823298,2020-08-10T12.30.23.298,9.003,0.968,-0.081,-0.211,-0.110
1597051823306,2020-08-10T12.30.23.306,9.011,0.968,-0.080,-0.212,-0.110
1597051823317,2020-08-10T12.30.23.317,9.022,0.967,-0.079,-0.214,-0.111
1597051823327,2020-08-10T12.30.23.327,9.032,0.967,-0.078,-0.216,-0.111
1597051823337,2020-08-10T12.30.23.337,9.042,0.967,-0.077,-0.217,-0.111
1597051823347,2020-08-10T12.30.23.347,9.052,0.966,-0.077,-0.218,-0.111
1597051823356,2020-08-10T12.30.23.356,9.061,0.966,-0.077,-0.219,-0.112
1597051823368,2020-08-10T12.30.23.368,9.073,0.966,-0.077,-0.220,-0.112
1597051823377,2020-08-10T12.30.23.377,9.082,0.966,-0.077,-0.221,-0.112
1597051823387,2020-08-10T12.30.23.387,9.092,0.965,-0.077,-0.222,-0.111
1597051823397,2020-08-10T12.30.23.397,9.102,0.965,-0.078,-0.224,-0.112
1597051823406,2020-08-10T12.30.23.406,9.111,0.965,-0.078,-0.225,-0.112
1597051823416,2020-08-10T12.30.23.416,9.121,0.964,-0.079,-0.226,-0.112
1597051823427,2020-08-10T12.30.23.427,9.132,0.964,-0.079,-0.227,-0.112
1597051823437,2020-08-10T12.30.23.437,9.142,0.964,-0.080,-0.228,-0.113
1597051823447,2020-08-10T12.30.23.447,9.152,0.964,-0.080,-0.228,-0.113
1597051823456,2020-08-10T12.30.23.456,9.161,0.963,-0.081,-0.229,-0.114
1597051823466,2020-08-10T12.30.23.466,9.171,0.963,-0.082,-0.230,-0.115
1597051823476,2020-08-10T12.30.23.476,9.181,0.963,-0.084,-0.230,-0.116
1597051823487,2020-08-10T12.30.23.487,9.192,0.962,-0.085,-0.231,-0.117
1597051823497,2020-08-10T12.30.23.497,9.202,0.962,-0.085,-0.231,-0.117
1597051823506,2020-08-10T12.30.23.506,9.211,0.962,-0.084,-0.232,-0.118
1597051823516,2020-08-10T12.30.23.516,9.221,0.962,-0.084,-0.233,-0.118
1597051823526,2020-08-10T12.30.23.526,9.231,0.962,-0.084,-0.233,-0.119
1597051823536,2020-08-10T12.30.23.536,9.241,0.962,-0.084,-0.233,-0.118
1597051823547,2020-08-10T12.30.23.547,9.252,0.962,-0.082,-0.234,-0.118
1597051823557,2020-08-10T12.30.23.557,9.262,0.962,-0.081,-0.234,-0.117
1597051823566,2020-08-10T12.30.23.566,9.271,0.962,-0.080,-0.235,-0.117
1597051823576,2020-08-10T12.30.23.576,9.281,0.962,-0.080,-0.236,-0.116
1597051823586,2020-08-10T12.30.23.586,9.291,0.961,-0.080,-0.237,-0.116
1597051823596,2020-08-10T12.30.23.596,9.301,0.961,-0.080,-0.237,-0.115
1597051823607,2020-08-10T12.30.23.607,9.312,0.961,-0.080,-0.238,-0.115
1597051823616,2020-08-10T12.30.23.616,9.321,0.961,-0.080,-0.239,-0.115
1597051823626,2020-08-10T12.30.23.626,9.331,0.961,-0.080,-0.240,-0.115
1597051823636,2020-08-10T12.30.23.636,9.341,0.960,-0.080,-0.241,-0.115
1597051823646,2020-08-10T12.30.23.646,9.351,0.960,-0.080,-0.242,-0.116
1597051823657,2020-08-10T12.30.23.657,9.362,0.960,-0.080,-0.243,-0.116
1597051823665,2020-08-10T12.30.23.665,9.370,0.959,-0.080,-0.244,-0.116
1597051823676,2020-08-10T12.30.23.676,9.381,0.959,-0.079,-0.245,-0.116
1597051823686,2020-08-10T12.30.23.686,9.391,0.959,-0.078,-0.246,-0.116
1597051823696,2020-08-10T12.30.23.696,9.401,0.959,-0.077,-0.247,-0.116
1597051823706,2020-08-10T12.30.23.706,9.411,0.959,-0.076,-0.249,-0.116
1597051823715,2020-08-10T12.30.23.715,9.420,0.958,-0.077,-0.250,-0.116
1597051823725,2020-08-10T12.30.23.725,9.430,0.958,-0.077,-0.251,-0.117
1597051823736,2020-08-10T12.30.23.736,9.441,0.958,-0.077,-0.252,-0.117
1597051823746,2020-08-10T12.30.23.746,9.451,0.957,-0.077,-0.253,-0.117
1597051823756,2020-08-10T12.30.23.756,9.461,0.957,-0.078,-0.254,-0.117
1597051823766,2020-08-10T12.30.23.766,9.471,0.956,-0.079,-0.255,-0.118
1597051823775,2020-08-10T12.30.23.775,9.480,0.956,-0.079,-0.256,-0.119
1597051823785,2020-08-10T12.30.23.785,9.490,0.955,-0.079,-0.258,-0.120
1597051823796,2020-08-10T12.30.23.796,9.501,0.955,-0.080,-0.259,-0.122
1597051823806,2020-08-10T12.30.23.806,9.511,0.954,-0.080,-0.261,-0.123
1597051823815,2020-08-10T12.30.23.815,9.520,0.954,-0.080,-0.263,-0.124
1597051823825,2020-08-10T12.30.23.825,9.530,0.953,-0.080,-0.264,-0.125
1597051823835,2020-08-10T12.30.23.835,9.540,0.953,-0.080,-0.266,-0.126
1597051823846,2020-08-10T12.30.23.846,9.551,0.952,-0.080,-0.267,-0.127
1597051823856,2020-08-10T12.30.23.856,9.561,0.952,-0.079,-0.267,-0.128
1597051823865,2020-08-10T12.30.23.865,9.570,0.952,-0.078,-0.268,-0.128
1597051823875,2020-08-10T12.30.23.875,9.580,0.951,-0.076,-0.269,-0.128
1597051823885,2020-08-10T12.30.23.885,9.590,0.951,-0.075,-0.271,-0.129
1597051823895,2020-08-10T12.30.23.895,9.600,0.951,-0.074,-0.272,-0.129
1597051823906,2020-08-10T12.30.23.906,9.611,0.950,-0.072,-0.274,-0.129
1597051823914,2020-08-10T12.30.23.914,9.619,0.950,-0.071,-0.276,-0.130
1597051823926,2020-08-10T12.30.23.926,9.631,0.949,-0.069,-0.278,-0.130
1597051823935,2020-08-10T12.30.23.935,9.640,0.949,-0.067,-0.280,-0.130
1597051823945,2020-08-10T12.30.23.945,9.650,0.949,-0.064,-0.282,-0.129
1597051823955,2020-08-10T12.30.23.955,9.660,0.948,-0.062,-0.283,-0.129
1597051823966,2020-08-10T12.30.23.966,9.671,0.948,-0.061,-0.284,-0.129
1597051823974,2020-08-10T12.30.23.974,9.679,0.948,-0.061,-0.284,-0.128
1597051823985,2020-08-10T12.30.23.985,9.690,0.948,-0.060,-0.286,-0.128
1597051823995,2020-08-10T12.30.23.995,9.700,0.947,-0.059,-0.287,-0.128
1597051824005,2020-08-10T12.30.24.005,9.710,0.947,-0.059,-0.289,-0.128
1597051824015,2020-08-10T12.30.24.015,9.720,0.947,-0.059,-0.290,-0.128
1597051824024,2020-08-10T12.30.24.024,9.729,0.946,-0.059,-0.291,-0.127
1597051824034,2020-08-10T12.30.24.034,9.739,0.946,-0.058,-0.292,-0.127
1597051824045,2020-08-10T12.30.24.045,9.750,0.946,-0.058,-0.294,-0.126
1597051824055,2020-08-10T12.30.24.055,9.760,0.946,-0.058,-0.295,-0.126
1597051824065,2020-08-10T12.30.24.065,9.770,0.945,-0.058,-0.296,-0.125
1597051824074,2020-08-10T12.30.24.074,9.779,0.945,-0.058,-0.297,-0.125
1597051824084,2020-08-10T12.30.24.084,9.789,0.945,-0.058,-0.298,-0.125
1597051824095,2020-08-10T12.30.24.095,9.800,0.944,-0.058,-0.299,-0.125
1597051824105,2020-08-10T12.30.24.105,9.810,0.944,-0.057,-0.300,-0.124
1597051824115,2020-08-10T12.30.24.115,9.820,0.944,-0.055,-0.301,-0.124
1597051824124,2020-08-10T12.30.24.124,9.829,0.944,-0.054,-0.302,-0.124
1597051824134,2020-08-10T12.30.24.134,9.839,0.944,-0.052,-0.302,-0.124
1597051824144,2020-08-10T12.30.24.144,9.849,0.944,-0.051,-0.303,-0.123
1597051824155,2020-08-10T12.30.24.155,9.860,0.944,-0.049,-0.303,-0.123
1597051824165,2020-08-10T12.30.24.165,9.870,0.944,-0.049,-0.303,-0.122
1597051824174,2020-08-10T12.30.24.174,9.879,0.944,-0.049,-0.303,-0.122
1597051824184,2020-08-10T12.30.24.184,9.889,0.943,-0.051,-0.304,-0.123
1597051824194,2020-08-10T12.30.24.194,9.899,0.943,-0.052,-0.304,-0.123
1597051824204,2020-08-10T12.30.24.204,9.909,0.943,-0.053,-0.304,-0.123
1597051824215,2020-08-10T12.30.24.215,9.920,0.943,-0.054,-0.305,-0.123
1597051824223,2020-08-10T12.30.24.223,9.928,0.943,-0.054,-0.305,-0.123
1597051824234,2020-08-10T12.30.24.234,9.939,0.943,-0.055,-0.305,-0.123
1597051824244,2020-08-10T12.30.24.244,9.949,0.943,-0.055,-0.305,-0.123
1597051824254,2020-08-10T12.30.24.254,9.959,0.943,-0.054,-0.304,-0.123
1597051824264,2020-08-10T12.30.24.264,9.969,0.943,-0.054,-0.304,-0.123
1597051824273,2020-08-10T12.30.24.273,9.978,0.943,-0.053,-0.304,-0.123
1597051824283,2020-08-10T12.30.24.283,9.988,0.943,-0.053,-0.304,-0.123
1597051824294,2020-08-10T12.30.24.294,9.999,0.943,-0.053,-0.303,-0.123
1597051824304,2020-08-10T12.30.24.304,10.009,0.943,-0.054,-0.303,-0.124
1597051824314,2020-08-10T12.30.24.314,10.019,0.943,-0.054,-0.303,-0.124
1597051824325,2020-08-10T12.30.24.325,10.030,0.943,-0.055,-0.302,-0.124
1597051824333,2020-08-10T12.30.24.333,10.038,0.943,-0.056,-0.302,-0.125
1597051824344,2020-08-10T12.30.24.344,10.049,0.943,-0.057,-0.302,-0.125
1597051824354,2020-08-10T12.30.24.354,10.059,0.943,-0.057,-0.302,-0.126
1597051824364,2020-08-10T12.30.24.364,10.069,0.943,-0.058,-0.301,-0.126
1597051824373,2020-08-10T12.30.24.373,10.078,0.944,-0.058,-0.300,-0.126
1597051824383,2020-08-10T12.30.24.383,10.088,0.944,-0.058,-0.300,-0.127
1597051824393,2020-08-10T12.30.24.393,10.098,0.944,-0.058,-0.300,-0.127
1597051824404,2020-08-10T12.30.24.404,10.109,0.944,-0.058,-0.299,-0.127
1597051824414,2020-08-10T12.30.24.414,10.119,0.944,-0.057,-0.299,-0.126
1597051824424,2020-08-10T12.30.24.424,10.129,0.944,-0.057,-0.299,-0.126
1597051824433,2020-08-10T12.30.24.433,10.138,0.944,-0.057,-0.299,-0.126
1597051824443,2020-08-10T12.30.24.443,10.148,0.944,-0.057,-0.298,-0.126
1597051824453,2020-08-10T12.30.24.453,10.158,0.944,-0.058,-0.298,-0.126
1597051824464,2020-08-10T12.30.24.464,10.169,0.944,-0.059,-0.298,-0.127
1597051824474,2020-08-10T12.30.24.474,10.179,0.944,-0.060,-0.298,-0.127
1597051824484,2020-08-10T12.30.24.484,10.189,0.944,-0.060,-0.298,-0.127
1597051824493,2020-08-10T12.30.24.493,10.198,0.944,-0.060,-0.298,-0.127
1597051824503,2020-08-10T12.30.24.503,10.208,0.944,-0.060,-0.298,-0.127
1597051824513,2020-08-10T12.30.24.513,10.218,0.944,-0.061,-0.297,-0.127
